

ponto;localizacao;data_instalacao;cota_terreno;latitude;longitude;latitude_decimal;longitude_decimal;utme;utmn;bacia;municipio;natureza;nome;subbacia;situacao;uf;uso_agua;data_perfuracao;metodo_perfuracao;perfurador;diametro_boca_tubo_milimetros;topo;base;tipo_penetracao;condicao;tipo_captacao;data_medicao;nivel_agua;vazao;nivel_bombeando;profundidade_inicial;profundidade_final;tipo_formacao;data_teste;tipo_teste_bombeamento;metodo_interpretacao;surgencia;unidade_de_bombeamento;nivel_dinamico;nivel_estatico;vazao_especifica;coeficiente_armazenamento;vazao_livre;permeabilidade;transmissividade;vazao_estabilizacao;tipo_bomba;data_analise;data_coleta;condutividade_eletrica;cor;odor;sabor;temperatura;turbidez;solidos_sedimentaveis;solidos_suspensos;aspecto_natural;
3500051146;EST, DO TIJUCO PRETO 5751,SERRINHA;;;231030;454159;-23,175000;-45,699722;428380;7436950;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.142;Rio Paraiba do Sul;;SP;Abastecimento industrial;2008-06-26;;;;;;;;;;;;;0,00;250,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051148;EST, CAMANDUCAIA 5140,PEDREGULHO;;;230249;454450;-23,046944;-45,747222;423450;7451090;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.145;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2003-12-17;;JUNDSONDAS POCOS ARTESIANOS;;;;;;;;;;;0,00;191,80;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051149;AV, AMBROGI SANTOS 1001,DISTRITO INDUSTRIAL QUIRIR;;;230222;453723;-23,039444;-45,623056;436180;7451970;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.146;Rio Paraiba do Sul;;SP;Abastecimento industrial;2007-05-22;;;;;;;;;;;;;0,00;70,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051150;AV, INDEPENDENCIA 3500,INDEPENDENCIA;;;230251;453551;-23,047500;-45,597500;438790;7451090;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.148;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;;;;;;;;;;;;0,00;134,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051151;AV, ROBERTO BERTOLETTI 851,DISTRITO INDUSTRIAL PIR;;;230302;453728;-23,050556;-45,624444;436040;7450740;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.150;Rio Paraiba do Sul;;SP;Abastecimento industrial;2009-07-17;;;;;;;;;;;;;0,00;70,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051152;R, ARTHUR PORTES 101,VILA SAO JOAO;;;230626;454218;-23,107222;-45,705000;427800;7444440;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.151;Rio Paraiba do Sul;;SP;Abastecimento urbano;2000-10-08;;;;;;;;;;;;;0,00;38,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051154;EST, PROFESSORA OLIVIA ALEGRI 1500,CACAPAVA VELHA;;;230626;454029;-23,107222;-45,674722;430920;7444450;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.154;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;;;;;;;;;;;;0,00;80,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051155;AV, ADHEMAR PINTO SIQUEIRA 412 KM 02,GRAMA;;;230710;454351;-23,119444;-45,730833;425180;7443060;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.155;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;;;;;;;;;;;;0,00;57,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051156;R, FLORENCIO LANFREDI 130,CACAPAVA VELHA;;;230645;453928;-23,112500;-45,657778;432650;7443880;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.158;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2000-10-08;;;;;;;;;;;;;0,00;216,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051159;AV, FUNDEVAL S/N,SEDE;;;230615;454234;-23,104167;-45,709444;427360;7444760;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.17;Rio Paraiba do Sul;;SP;Abastecimento urbano;1991-11-24;;HIDROGESP;;;;;;;;;;;0,00;96,50;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051160;ROD, PRESIDENTE DUTRA KM 13,6;;;230801;454450;-23,133611;-45,747222;423500;7441500;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.2;Rio Paraiba do Sul;;SP;Abastecimento doméstico;1990-02-22;;HIDROGESP;;;;;;;;;;;0,00;169,80;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051161;SP 103 S/N,GUAMIRIM;;;231116;454351;-23,187778;-45,730833;425200;7435500;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.20;Rio Paraiba do Sul;;SP;Abastecimento urbano;1978-12-12;;HIDROPOCOS LTDA;;;;;;;;;;;0,00;49,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051162;A MARGEM DIRETA DA ESTACAO PROXIMO AVENIDA CIDADE,;;;230704;453855;-23,117778;-45,648611;433600;7443300;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.23;Rio Paraiba do Sul;;SP;Abastecimento urbano;1978-03-16;;CORNER S/A;;;;;;;;;;;0,00;150,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051163;EST, GERMANIA CPS 3 N7501,BAIRRO GERMANIA;;;230904;453900;-23,151111;-45,650000;433450;7439600;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.25;Rio Paraiba do Sul;;SP;;2000-10-08;;CPA-CENTRAL PERF. ARARAQUARA;;;;;;;;;;;0,00;125,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051164;EST, JOAO BENEDITO MOREIRA 250,RIBEIRAO DOS MUDOS;;;230633;454152;-23,109167;-45,697778;428550;7444220;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.29;Rio Paraiba do Sul;;SP;Abastecimento urbano;2000-10-08;;;;;;;;;;;;;0,00;137,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051165;EST, VELHA S,P, RIO KM 118,FAZENDA CAMPO GRANDE;;;230413;453955;-23,070278;-45,665278;431850;7448540;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.30;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;CORNER S/A;;;;;;;;;;;0,00;165,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051166;AV, EURICO AMBROSIO DOS SANTOS 1800,PIRACANGAGUA;;;230233;453706;-23,042500;-45,618333;436650;7451650;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.31;Rio Paraiba do Sul;;SP;Abastecimento industrial;1996-01-15;;HIDROGESP;;;;;;;;;;;0,00;370,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051167;AV, EURICO AMBROSIO DOS SANTOS 2100,PIRACANGAGUA;;;230251;453701;-23,047500;-45,616944;436800;7451100;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.32;Rio Paraiba do Sul;;SP;Abastecimento industrial;1995-10-20;;RAFAEL FARO POLITI;;;;;;;;;;;0,00;350,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051168;AV, EURICO AMBROGI SANTOS 2301;;;230243;453659;-23,045278;-45,616389;436840;7451330;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.33;Rio Paraiba do Sul;;SP;Outros (lazer,etc.);1997-05-01;;TECNOPOCOS (PARANA);;;;;;;;;;;0,00;200,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051169;AV, EURICO AMBROGI SANTOS 1295,VALE DO PIRACANGAGU;;;230234;453713;-23,042778;-45,620278;436450;7451600;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.34;Rio Paraiba do Sul;;SP;Abastecimento industrial;1997-10-01;;;;;;;;;;;;;0,00;80,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051171;R, CAPITAO AIRTON ARAUJO S/N,VILA GALVAO;;;230646;454302;-23,112778;-45,717222;426550;7443800;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.37;Rio Paraiba do Sul;;SP;Abastecimento industrial;1997-04-23;;HIDROGESP;;;;;;;;;;;0,00;105,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051173;ROD, PRESIDENTE DUTRA KM 134,SANTA LUZIA;;;230753;454441;-23,131389;-45,744722;423750;7441750;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.40;Rio Paraiba do Sul;;SP;Abastecimento industrial;1998-02-05;;GEOPLAN;;;;;;;;;;;0,00;171,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051175;EST, DE GERMANA KM 03,CAMPO GRANDE;;;230645;454105;-23,112500;-45,684722;429900;7443850;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.43;Rio Paraiba do Sul;;SP;Abastecimento industrial;1978-06-02;;AIR LIFT LTDA;;;;;;;;;;;0,00;181,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051176;ROD, PRESIDENTE DUTRA KM 133 (MARGINAL FUJI),SANTA;;;230808;454457;-23,135556;-45,749167;423300;7441280;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.44;Rio Paraiba do Sul;;SP;Abastecimento industrial;1998-10-31;;HIDROGESP;;;;;;;;;;;0,00;195,54;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051177;ROD, PRESIDENTE DUTRA KM 133,SANTA LUZIA II;;;230817;454450;-23,138056;-45,747222;423490;7441000;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.45;Rio Paraiba do Sul;;SP;Abastecimento industrial;1998-06-22;;HIDROGESP;;;;;;;;;;;0,00;200,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051178;AV, EURICO AMBROGI DOS SANTOS 1900 A,INDUSTRIAL PI;;;230307;453724;-23,051944;-45,623333;436150;7450600;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.56;Rio Paraiba do Sul;;SP;Abastecimento industrial;1973-08-07;;;;;;;;;;;;;0,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051183;ROD, JOAO DO AMARAL GURGEL KM 1,7,SAPE;;;230743;454309;-23,128611;-45,719167;426370;7442050;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.60;Rio Paraiba do Sul;;SP;Abastecimento doméstico;1994-07-04;;GEOPLAN;;;;;;;;;;;0,00;120,50;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051184;ROD, JOAO DO AMARAL GURGEL KM 1,7,SAPE;;;230733;454248;-23,125833;-45,713333;426960;7442360;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.61;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2000-12-01;;GEOPLAN;;;;;;;;;;;0,00;212,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051185;AV, HEMNRY NESTLE 2600,BAIRRO DA GRAMA;;;230714;454326;-23,120556;-45,723889;425880;7442950;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.62;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;CORNER S/A;;;;;;;;;;;0,00;149,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051188;AV, EURICO AMBROGI DOS SANTOS 2400,INDUSTRIAL PIRA;;;230323;453722;-23,056389;-45,622778;436200;7450100;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.65;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;;;;;;;;;;;;0,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051189;ROD, JOAO DO AMARAL GURGEL KM 2,7,DO SAPE;;;230818;454321;-23,138333;-45,722500;426030;7440970;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.66;Rio Paraiba do Sul;;SP;Abastecimento industrial;2001-07-07;;;;;;;;;;;;;0,00;166,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051193;EST, DA OLARIA,GUAMIRIM;;;231050;454429;-23,180556;-45,741389;424120;7436300;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.7;Rio Paraiba do Sul;;SP;;1992-05-21;;HIDROGESP;;;;;;;;;;;0,00;204,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051194;EST, MUNICIPAL BORDA DA MATA S/N,DA GRAMA;;;230804;454207;-23,134444;-45,701944;428140;7441420;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.70;Rio Paraiba do Sul;;SP;Abastecimento urbano;2002-08-21;;;;;;;;;;;;;0,00;105,43;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051195;AV, BRASIL S/N,CENTRO;;;230615;454235;-23,104167;-45,709722;427330;7444780;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.71;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2003-07-26;;JUNDSONDAS POCOS ARTESIANOS;;;;;;;;;;;0,00;111,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051196;AV, VEREADOR GERALDO NOGUEIRA DA SILVA 521,VILA CE;;;230705;454241;-23,118056;-45,711389;427170;7443220;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.72;Rio Paraiba do Sul;;SP;Abastecimento industrial;2000-10-08;;AGUABRAS LTDA;;;;;;;;;;;0,00;190,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051204;AV, HENRI NESTLE 1800,VILA ANTONIO AUGUSTO;;;230654;454256;-23,115000;-45,715556;426730;7443560;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.8;Rio Paraiba do Sul;;SP;Abastecimento industrial;1954-10-02;;CORNER S/A;;;;;;;;;;;0,00;160,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500051215;AV, HENRI NESTLE  1800,VILA ANTONIO AUGUSTO;;;230652;454259;-23,114444;-45,716389;426640;7443640;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.9;Rio Paraiba do Sul;;SP;Abastecimento industrial;1970-01-28;;CORNER S/A;;;;;;;;;;;0,00;160,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057502;ROD, PRES, DUTRA, KM 130;;;230711;454302;-23,119722;-45,717222;426570;7443060;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.30 - P.7011;Rio Paraiba do Sul;;SP;Abastecimento industrial;2004-12-06;;;;;;;;;;;;;0,00;104,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057618;ROD, PRESID,DUTRA, KM 136;;;230824;454546;-23,140000;-45,762778;421920;7440790;Atlantico Sul-Leste;Sao jose dos campos;Poço tubular;SIDAS/DAEE FL.306 - P.254;Rio Paraiba do Sul;;SP;Abastecimento industrial;2007-06-17;;;;;;;;;;;;;0,00;200,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057621;ETR DO CAJURU, 250;;;231110;454832;-23,186111;-45,808889;417220;7435640;Atlantico Sul-Leste;Sao jose dos campos;;SIDAS/DAEE FL.306 - P.259;Rio Paraiba do Sul;;SP;;2000-10-03;;;;;;;;;;;;;0,00;60,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057627;ROD, PRES, DUTRA, KM 136,5;;;230822;454523;-23,139444;-45,756389;422570;7440830;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.306 - P.4;Rio Paraiba do Sul;;SP;Abastecimento industrial;1991-07-20;;HIDROGESP - HIDROGEOLOGIA SONDAGENS E PERFUR. LTDA;;;;;;;;;;;0,00;200,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057628;ROD, FLORIANO RODRIGUES PINHEIRO,SP123/;;;230315;453731;-23,054167;-45,625278;435955;7450360;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.117;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2005-05-25;;;;;;;;;;;;;0,00;200,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057629;AV, EURICO AMBROGI SANTOS, 2400;;;230304;453653;-23,051111;-45,614722;437020;7450700;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.118;Rio Paraiba do Sul;;SP;Abastecimento industrial;2005-02-12;;;;;;;;;;;;;0,00;124,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057631;R,JOSE BONIFACIO, 33;;;230556;454237;-23,098889;-45,710278;427260;7445350;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.157;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2005-06-27;;;;;;;;;;;;;0,00;200,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057633;RUA ESTADOS UNIDOS, 250;;;230630;454311;-23,108333;-45,719722;426290;7444300;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.164;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2009-11-11;;;;;;;;;;;;;0,00;94,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057635;RUA ARTUR PORTES, 101;;;230626;454221;-23,107222;-45,705833;427730;7444450;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.167;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2010-08-13;;;;;;;;;;;;;0,00;60,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057638;AVENIDA CABLETECH, 601;;;231025;454340;-23,173611;-45,727778;425520;7437090;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.171;Rio Paraiba do Sul;;SP;Abastecimento industrial;2010-04-22;;;;;;;;;;;;;0,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057639;AV, DA SAUDADE N, 26;;;230604;454200;-23,101111;-45,700000;428310;7445100;Atlantico Sul-Leste;Cacapava;;SIDAS/DAEE FL.307 - P.172;Rio Paraiba do Sul;;SP;;2000-10-03;;;;;;;;;;;;;0,00;60,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057640;EST, MUNIC, PROF,OLIVIA ALEGRI, S/N;;;230637;454042;-23,110278;-45,678333;430550;7444100;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.183;Rio Paraiba do Sul;;SP;Abastecimento doméstico;2013-04-15;;;;;;;;;;;;;0,00;181,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057641;ROD, DR,EDMIR VIANA DE MOURA,5470;;;230731;454426;-23,125278;-45,740556;424180;7442420;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.186;Rio Paraiba do Sul;;SP;Abastecimento industrial;2013-11-04;;;;;;;;;;;;;0,00;117,50;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057643;AV, HENRY NESTKE,3,100;;;230706;454331;-23,118333;-45,725278;425730;7443200;Atlantico Sul-Leste;Cacapava;Poço tubular;SIDAS/DAEE FL.307 - P.36;Rio Paraiba do Sul;;SP;Abastecimento industrial;1998-12-01;;;;;;;;;;;;;0,00;84,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057644;AV, D,PEDRO I, W,7777;;;230337;453658;-23,060278;-45,616111;436890;7449660;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.38;Rio Paraiba do Sul;;SP;Abastecimento industrial;1997-05-23;;CPA-CENTRAL PERF.ARARAQUARA LTDA;;;;;;;;;;;0,00;393,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3500057645;AV, EURICO AMBROGI DOS SANTOS 2400;;;230306;453653;-23,051667;-45,614722;437030;7450640;Atlantico Sul-Leste;Taubate;Poço tubular;SIDAS/DAEE FL.307 - P.65;Rio Paraiba do Sul;;SP;Abastecimento industrial;2011-10-07;;;;;;;;;;;;;0,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
